transaction_id,seller_id,month,transaction_date,category,gmv,commission_rate,commission,gst_on_commission,shipping_fee,return_amount,expected_payout,actual_payout,discrepancy_amount,status,root_cause,payment_method,days_outstanding,sla_breach,resolution_status
TXN101743,SLR1087,Dec-2024,2024-12-15,Beauty,500.0,0.15,75.0,13.5,108.17,3.36,299.97,299.97,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101744,SLR1045,Dec-2024,2024-12-11,Automotive,500.0,0.12,60.0,10.8,125.43,20.0,283.77,283.77,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101745,SLR1069,Dec-2024,2024-12-11,Books,500.0,0.12,60.0,10.8,44.74,29.07,355.39,322.94,-32.45,Discrepancy,CATEGORY_POLICY_CHANGE,UPI,29,True,In Review
TXN101746,SLR1059,Nov-2024,2024-11-01,Electronics,500.0,0.12,60.0,10.8,78.78,19.07,331.35,331.35,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101747,SLR1111,Oct-2024,2024-10-13,Home & Kitchen,500.0,0.15,75.0,13.5,122.47,24.89,264.14,264.14,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101748,SLR1046,Oct-2024,2024-10-19,Grocery,500.0,0.12,60.0,10.8,76.47,55.17,297.56,297.56,0.0,Processed,NONE,UPI,0,False,N/A
TXN101749,SLR1023,Oct-2024,2024-10-07,Beauty,1000.35,0.1,100.04,18.01,32.33,39.34,810.63,810.63,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101750,SLR1002,Nov-2024,2024-11-09,Sports,500.0,0.08,40.0,7.2,70.99,28.46,353.35,353.35,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101751,SLR1029,Oct-2024,2024-10-16,Fashion,892.63,0.1,89.26,16.07,83.25,154.08,549.97,549.97,0.0,Processed,NONE,UPI,0,False,N/A
TXN101752,SLR1085,Oct-2024,2024-10-16,Books,500.0,0.15,75.0,13.5,65.94,5.09,340.47,340.47,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101753,SLR1077,Nov-2024,2024-11-14,Electronics,500.0,0.12,60.0,10.8,38.39,45.13,345.68,345.68,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101754,SLR1062,Oct-2024,2024-10-22,Beauty,500.0,0.12,60.0,10.8,144.39,71.99,212.82,212.82,0.0,Processed,NONE,UPI,0,False,N/A
TXN101755,SLR1079,Nov-2024,2024-11-24,Grocery,520.61,0.12,62.47,11.24,99.51,45.38,302.01,302.01,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101756,SLR1047,Dec-2024,2024-12-01,Sports,500.0,0.12,60.0,10.8,132.33,47.67,249.2,249.2,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101757,SLR1057,Nov-2024,2024-11-30,Sports,500.0,0.12,60.0,10.8,74.21,10.53,344.46,344.46,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101758,SLR1111,Nov-2024,2024-11-18,Home & Kitchen,500.0,0.15,75.0,13.5,102.4,58.85,250.25,250.25,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101759,SLR1043,Dec-2024,2024-12-26,Beauty,510.82,0.12,61.3,11.03,123.2,62.6,252.69,252.69,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101760,SLR1080,Dec-2024,2024-12-27,Fashion,500.0,0.15,75.0,13.5,146.25,4.64,260.61,260.61,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101761,SLR1104,Oct-2024,2024-10-25,Electronics,500.0,0.15,75.0,13.5,83.52,57.07,270.91,1793.82,1522.91,Discrepancy,MANUAL_ADJUSTMENT_OVERRIDE,NEFT,24,True,Pending
TXN101762,SLR1079,Nov-2024,2024-11-03,Grocery,500.0,0.12,60.0,10.8,30.57,35.72,362.91,362.91,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101763,SLR1057,Nov-2024,2024-11-12,Sports,500.0,0.12,60.0,10.8,121.07,39.76,268.37,268.37,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101764,SLR1108,Oct-2024,2024-10-18,Fashion,500.0,0.15,75.0,13.5,81.59,24.29,305.62,286.59,-19.03,Discrepancy,CATEGORY_POLICY_CHANGE,NEFT,30,True,Pending
TXN101765,SLR1100,Nov-2024,2024-11-07,Books,500.0,0.15,75.0,13.5,144.37,58.16,208.97,208.97,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101766,SLR1105,Dec-2024,2024-12-24,Grocery,500.0,0.15,75.0,13.5,44.47,115.69,251.34,251.34,0.0,Processed,NONE,UPI,0,False,N/A
TXN101767,SLR1007,Dec-2024,2024-12-26,Fashion,1382.74,0.08,110.62,19.91,135.02,169.38,947.81,947.81,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101768,SLR1048,Nov-2024,2024-11-05,Beauty,500.0,0.12,60.0,10.8,111.08,69.71,248.41,248.41,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101769,SLR1037,Oct-2024,2024-10-15,Automotive,500.0,0.12,60.0,10.8,23.75,27.53,377.92,377.92,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101770,SLR1099,Oct-2024,2024-10-25,Electronics,500.0,0.15,75.0,13.5,78.07,37.82,295.61,295.61,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101771,SLR1040,Oct-2024,2024-10-15,Beauty,574.18,0.12,68.9,12.4,141.8,36.13,314.95,314.95,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101772,SLR1036,Oct-2024,2024-10-16,Books,500.0,0.12,60.0,10.8,96.24,14.77,318.19,309.19,-9.0,Discrepancy,FEE_CALCULATION_ERROR,UPI,35,True,In Review
TXN101773,SLR1018,Nov-2024,2024-11-11,Automotive,731.54,0.1,73.15,13.17,128.13,33.33,483.76,967.52,483.76,Discrepancy,DUPLICATE_TRANSACTION,UPI,41,True,In Review
TXN101774,SLR1022,Nov-2024,2024-11-19,Toys,500.0,0.1,50.0,9.0,99.7,91.83,249.47,249.47,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101775,SLR1096,Dec-2024,2024-12-05,Electronics,500.0,0.15,75.0,13.5,25.12,40.3,346.08,346.08,0.0,Processed,NONE,UPI,0,False,N/A
TXN101776,SLR1063,Oct-2024,2024-10-31,Toys,500.0,0.12,60.0,10.8,140.5,18.68,270.02,270.02,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101777,SLR1091,Oct-2024,2024-10-14,Sports,500.0,0.15,75.0,13.5,31.94,20.54,359.02,359.02,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101778,SLR1043,Oct-2024,2024-10-26,Beauty,500.0,0.12,60.0,10.8,84.02,47.83,297.35,297.35,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101779,SLR1050,Dec-2024,2024-12-06,Grocery,500.0,0.12,60.0,10.8,40.15,78.38,310.67,310.67,0.0,Processed,NONE,UPI,0,False,N/A
TXN101780,SLR1014,Nov-2024,2024-11-02,Toys,500.0,0.1,50.0,9.0,49.56,2.97,388.47,388.47,0.0,Processed,NONE,UPI,0,False,N/A
TXN101781,SLR1082,Dec-2024,2024-12-31,Electronics,500.0,0.15,75.0,13.5,49.32,5.6,356.58,356.58,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101782,SLR1019,Oct-2024,2024-10-13,Grocery,500.0,0.1,50.0,9.0,85.08,11.87,344.05,344.05,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101783,SLR1002,Dec-2024,2024-12-14,Sports,2006.7,0.08,160.54,28.9,119.52,185.2,1512.54,1512.54,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101784,SLR1070,Oct-2024,2024-10-16,Automotive,500.0,0.12,60.0,10.8,25.22,37.59,366.39,366.39,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101785,SLR1000,Nov-2024,2024-11-13,Books,528.3,0.08,42.26,7.61,111.24,20.74,346.45,346.45,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101786,SLR1027,Oct-2024,2024-10-09,Automotive,563.6,0.1,56.36,10.14,89.71,23.21,384.18,384.18,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101787,SLR1071,Nov-2024,2024-11-09,Beauty,500.0,0.12,60.0,10.8,86.41,2.52,340.27,340.27,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101788,SLR1042,Oct-2024,2024-10-15,Books,500.0,0.12,60.0,10.8,62.52,5.86,360.82,360.82,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101789,SLR1003,Nov-2024,2024-11-07,Books,2393.63,0.08,191.49,34.47,98.44,301.71,1767.52,1767.52,0.0,Processed,NONE,UPI,0,False,N/A
TXN101790,SLR1023,Oct-2024,2024-10-07,Beauty,500.0,0.1,50.0,9.0,25.42,40.43,375.15,375.15,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101791,SLR1097,Dec-2024,2024-12-29,Furniture,500.0,0.15,75.0,13.5,115.64,20.6,275.26,275.26,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101792,SLR1075,Nov-2024,2024-11-29,Automotive,500.0,0.12,60.0,10.8,66.92,1.02,361.26,361.26,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101793,SLR1113,Nov-2024,2024-11-07,Toys,500.0,0.15,75.0,13.5,48.18,0.52,362.8,359.61,-3.19,Discrepancy,CURRENCY_ROUNDING_ERROR,RTGS,21,True,In Review
TXN101794,SLR1092,Nov-2024,2024-11-30,Electronics,500.0,0.15,75.0,13.5,113.6,39.49,258.41,258.41,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101795,SLR1062,Nov-2024,2024-11-03,Beauty,500.0,0.12,60.0,10.8,92.91,32.53,303.76,303.76,0.0,Processed,NONE,UPI,0,False,N/A
TXN101796,SLR1078,Oct-2024,2024-10-31,Books,500.0,0.12,60.0,10.8,134.97,37.73,256.5,256.5,0.0,Processed,NONE,UPI,0,False,N/A
TXN101797,SLR1035,Oct-2024,2024-10-04,Sports,500.0,0.12,60.0,10.8,59.45,39.76,329.99,329.99,0.0,Processed,NONE,UPI,0,False,N/A
TXN101798,SLR1006,Nov-2024,2024-11-03,Furniture,2217.34,0.08,177.39,31.93,47.99,22.21,1937.82,1937.82,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101799,SLR1035,Nov-2024,2024-11-09,Sports,500.0,0.12,60.0,10.8,104.97,31.01,293.22,284.22,-9.0,Discrepancy,FEE_CALCULATION_ERROR,UPI,9,True,In Review
TXN101800,SLR1119,Oct-2024,2024-10-29,Home & Kitchen,500.0,0.15,75.0,13.5,35.64,41.55,334.31,334.31,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101801,SLR1119,Nov-2024,2024-11-28,Home & Kitchen,500.0,0.15,75.0,13.5,42.7,7.35,361.45,361.45,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101802,SLR1113,Dec-2024,2024-12-05,Toys,500.0,0.15,75.0,13.5,110.34,5.94,295.22,214.12,-81.1,Discrepancy,MANUAL_ADJUSTMENT_OVERRIDE,RTGS,44,True,Pending
TXN101803,SLR1008,Nov-2024,2024-11-14,Home & Kitchen,500.0,0.08,40.0,7.2,108.14,2.24,342.42,342.42,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101804,SLR1022,Oct-2024,2024-10-10,Toys,500.0,0.1,50.0,9.0,94.98,5.32,340.7,344.46,3.76,Discrepancy,CURRENCY_ROUNDING_ERROR,NEFT,45,True,Resolved
TXN101805,SLR1061,Oct-2024,2024-10-08,Furniture,500.0,0.12,60.0,10.8,124.25,1.83,303.12,303.12,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101806,SLR1088,Nov-2024,2024-11-18,Furniture,500.0,0.15,75.0,13.5,125.35,129.96,156.19,1497.76,1341.57,Discrepancy,MANUAL_ADJUSTMENT_OVERRIDE,RTGS,27,True,Resolved
TXN101807,SLR1062,Oct-2024,2024-10-20,Beauty,500.0,0.12,60.0,10.8,113.02,84.65,231.53,231.53,0.0,Processed,NONE,UPI,0,False,N/A
TXN101808,SLR1047,Nov-2024,2024-11-24,Sports,500.0,0.12,60.0,10.8,126.69,70.25,232.26,232.26,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101809,SLR1070,Dec-2024,2024-12-19,Automotive,500.0,0.12,60.0,10.8,38.94,46.87,343.39,343.39,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101810,SLR1051,Nov-2024,2024-11-25,Beauty,500.0,0.12,60.0,10.8,80.77,20.85,327.58,327.58,0.0,Processed,NONE,UPI,0,False,N/A
TXN101811,SLR1113,Nov-2024,2024-11-20,Toys,500.0,0.15,75.0,13.5,107.84,8.87,294.79,294.79,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101812,SLR1032,Oct-2024,2024-10-28,Books,1204.07,0.1,120.41,21.67,63.26,67.37,931.36,931.36,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101813,SLR1087,Oct-2024,2024-10-05,Beauty,500.0,0.15,75.0,13.5,135.67,17.52,258.31,258.31,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101814,SLR1076,Nov-2024,2024-11-05,Toys,500.0,0.12,60.0,10.8,90.23,28.08,310.89,310.89,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101815,SLR1104,Oct-2024,2024-10-17,Electronics,500.0,0.15,75.0,13.5,127.21,48.16,236.13,236.13,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101816,SLR1069,Oct-2024,2024-10-22,Books,500.0,0.12,60.0,10.8,87.54,28.49,313.17,313.17,0.0,Processed,NONE,UPI,0,False,N/A
TXN101817,SLR1021,Dec-2024,2024-12-11,Fashion,500.0,0.1,50.0,9.0,49.48,40.46,351.06,351.06,0.0,Processed,NONE,UPI,0,False,N/A
TXN101818,SLR1093,Nov-2024,2024-11-08,Furniture,500.0,0.15,75.0,13.5,91.3,37.92,282.28,282.28,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101819,SLR1073,Nov-2024,2024-11-21,Electronics,500.0,0.12,60.0,10.8,117.48,86.15,225.57,225.57,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101820,SLR1082,Nov-2024,2024-11-01,Electronics,500.0,0.15,75.0,13.5,40.24,91.6,279.66,279.66,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101821,SLR1114,Dec-2024,2024-12-31,Books,500.0,0.15,75.0,13.5,123.99,50.88,236.63,236.63,0.0,Processed,NONE,UPI,0,False,N/A
TXN101822,SLR1039,Oct-2024,2024-10-04,Automotive,500.0,0.12,60.0,10.8,118.25,33.16,277.79,277.79,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101823,SLR1104,Oct-2024,2024-10-27,Electronics,500.0,0.15,75.0,13.5,23.06,3.78,384.66,384.66,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101824,SLR1099,Dec-2024,2024-12-31,Electronics,500.0,0.15,75.0,13.5,29.27,25.09,357.14,357.14,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101825,SLR1045,Dec-2024,2024-12-12,Automotive,500.0,0.12,60.0,10.8,72.39,37.68,319.13,319.13,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101826,SLR1026,Nov-2024,2024-11-19,Sports,500.0,0.1,50.0,9.0,75.71,55.73,309.56,309.56,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101827,SLR1005,Dec-2024,2024-12-09,Furniture,2440.62,0.08,195.25,35.14,83.87,18.92,2107.44,2107.44,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101828,SLR1089,Nov-2024,2024-11-14,Toys,500.0,0.15,75.0,13.5,131.95,34.83,244.72,244.72,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101829,SLR1088,Dec-2024,2024-12-01,Furniture,500.0,0.15,75.0,13.5,100.63,45.81,265.06,265.06,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101830,SLR1048,Oct-2024,2024-10-18,Beauty,500.0,0.12,60.0,10.8,145.16,62.05,221.99,221.99,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101831,SLR1011,Oct-2024,2024-10-15,Books,744.41,0.1,74.44,13.4,51.9,24.11,580.56,580.56,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101832,SLR1048,Dec-2024,2024-12-10,Beauty,500.0,0.12,60.0,10.8,63.86,49.35,315.99,315.99,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101833,SLR1070,Dec-2024,2024-12-22,Automotive,500.0,0.12,60.0,10.8,131.1,13.81,284.29,284.29,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101834,SLR1016,Dec-2024,2024-12-03,Grocery,500.0,0.1,50.0,9.0,132.15,73.2,235.65,235.65,0.0,Processed,NONE,UPI,0,False,N/A
TXN101835,SLR1064,Oct-2024,2024-10-21,Grocery,500.0,0.12,60.0,10.8,80.21,52.28,296.71,296.71,0.0,Processed,NONE,UPI,0,False,N/A
TXN101836,SLR1092,Oct-2024,2024-10-29,Electronics,500.0,0.15,75.0,13.5,52.92,10.15,348.43,348.43,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101837,SLR1057,Nov-2024,2024-11-04,Sports,500.0,0.12,60.0,10.8,130.96,2.0,296.24,296.24,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101838,SLR1087,Oct-2024,2024-10-01,Beauty,500.0,0.15,75.0,13.5,145.91,3.92,261.67,261.67,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101839,SLR1049,Dec-2024,2024-12-10,Beauty,500.0,0.12,60.0,10.8,124.88,87.6,216.72,216.72,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101840,SLR1023,Oct-2024,2024-10-23,Beauty,623.82,0.1,62.38,11.23,64.21,42.82,443.18,443.18,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101841,SLR1056,Dec-2024,2024-12-24,Furniture,500.0,0.12,60.0,10.8,143.25,8.88,277.07,277.07,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101842,SLR1077,Dec-2024,2024-12-01,Electronics,500.0,0.12,60.0,10.8,23.08,43.16,362.96,362.96,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101843,SLR1090,Dec-2024,2024-12-16,Fashion,500.0,0.15,75.0,13.5,136.7,35.36,239.44,239.44,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101844,SLR1004,Nov-2024,2024-11-12,Sports,1606.57,0.08,128.53,23.14,76.72,121.81,1256.37,1237.1,-19.27,Discrepancy,FEE_CALCULATION_ERROR,RTGS,42,True,In Review
TXN101845,SLR1051,Dec-2024,2024-12-01,Beauty,500.0,0.12,60.0,10.8,139.51,54.4,235.29,235.29,0.0,Processed,NONE,UPI,0,False,N/A
TXN101846,SLR1020,Oct-2024,2024-10-12,Toys,1088.57,0.1,108.86,19.59,94.15,186.67,679.3,679.3,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101847,SLR1071,Nov-2024,2024-11-14,Beauty,500.0,0.12,60.0,10.8,82.12,15.29,331.79,331.79,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101848,SLR1014,Dec-2024,2024-12-13,Toys,989.82,0.1,98.98,17.82,25.17,21.04,826.81,826.81,0.0,Processed,NONE,UPI,0,False,N/A
TXN101849,SLR1001,Nov-2024,2024-11-09,Beauty,1784.8,0.08,142.78,25.7,27.8,135.03,1453.49,1453.49,0.0,Processed,NONE,UPI,0,False,N/A
TXN101850,SLR1074,Dec-2024,2024-12-28,Home & Kitchen,500.0,0.12,60.0,10.8,21.15,73.95,334.1,334.1,0.0,Processed,NONE,UPI,0,False,N/A
TXN101851,SLR1061,Oct-2024,2024-10-06,Furniture,587.55,0.12,70.51,12.69,44.53,41.84,417.98,417.98,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101852,SLR1049,Dec-2024,2024-12-22,Beauty,500.0,0.12,60.0,10.8,102.34,52.38,274.48,274.48,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101853,SLR1016,Dec-2024,2024-12-19,Grocery,973.05,0.1,97.31,17.52,38.9,138.75,680.57,680.57,0.0,Processed,NONE,UPI,0,False,N/A
TXN101854,SLR1021,Oct-2024,2024-10-27,Fashion,1000.19,0.1,100.02,18.0,101.5,47.15,733.52,733.52,0.0,Processed,NONE,UPI,0,False,N/A
TXN101855,SLR1033,Nov-2024,2024-11-01,Automotive,500.0,0.1,50.0,9.0,27.76,45.99,367.25,367.25,0.0,Processed,NONE,UPI,0,False,N/A
TXN101856,SLR1024,Dec-2024,2024-12-24,Automotive,1130.82,0.1,113.08,20.35,114.44,41.2,841.75,841.75,0.0,Processed,NONE,UPI,0,False,N/A
TXN101857,SLR1116,Oct-2024,2024-10-21,Beauty,500.0,0.15,75.0,13.5,82.32,76.19,252.99,252.99,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101858,SLR1111,Dec-2024,2024-12-14,Home & Kitchen,500.0,0.15,75.0,13.5,40.45,39.08,331.97,331.97,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101859,SLR1076,Oct-2024,2024-10-25,Toys,500.0,0.12,60.0,10.8,74.25,18.96,335.99,335.99,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101860,SLR1082,Oct-2024,2024-10-10,Electronics,500.0,0.15,75.0,13.5,68.04,51.91,291.55,291.55,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101861,SLR1107,Dec-2024,2024-12-17,Books,500.0,0.15,75.0,13.5,98.69,92.39,220.42,220.42,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101862,SLR1062,Nov-2024,2024-11-30,Beauty,500.0,0.12,60.0,10.8,118.46,95.7,215.04,215.04,0.0,Processed,NONE,UPI,0,False,N/A
TXN101863,SLR1087,Dec-2024,2024-12-03,Beauty,500.0,0.15,75.0,13.5,97.91,40.08,273.51,273.51,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101864,SLR1088,Nov-2024,2024-11-09,Furniture,500.0,0.15,75.0,13.5,146.78,69.52,195.2,195.2,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101865,SLR1080,Nov-2024,2024-11-11,Fashion,500.0,0.15,75.0,13.5,141.44,17.71,252.35,252.35,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101866,SLR1118,Nov-2024,2024-11-07,Sports,500.0,0.15,75.0,13.5,137.94,61.98,211.58,211.58,0.0,Processed,NONE,UPI,0,False,N/A
TXN101867,SLR1105,Nov-2024,2024-11-22,Grocery,500.0,0.15,75.0,13.5,87.3,51.55,272.65,272.65,0.0,Processed,NONE,UPI,0,False,N/A
TXN101868,SLR1084,Oct-2024,2024-10-10,Automotive,500.0,0.15,75.0,13.5,119.88,28.72,262.9,262.9,0.0,Processed,NONE,UPI,0,False,N/A
TXN101869,SLR1024,Dec-2024,2024-12-26,Automotive,529.73,0.1,52.97,9.53,109.18,36.81,321.24,321.24,0.0,Processed,NONE,UPI,0,False,N/A
TXN101870,SLR1059,Dec-2024,2024-12-21,Electronics,500.0,0.12,60.0,10.8,87.61,15.74,325.85,325.85,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101871,SLR1031,Oct-2024,2024-10-26,Automotive,595.03,0.1,59.5,10.71,97.76,51.45,375.61,375.61,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101872,SLR1063,Nov-2024,2024-11-15,Toys,500.0,0.12,60.0,10.8,51.93,64.66,312.61,312.61,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101873,SLR1068,Nov-2024,2024-11-27,Furniture,500.0,0.12,60.0,10.8,39.02,75.44,314.74,314.74,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101874,SLR1070,Nov-2024,2024-11-15,Automotive,510.05,0.12,61.21,11.02,20.42,12.29,405.11,405.11,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101875,SLR1119,Dec-2024,2024-12-09,Home & Kitchen,500.0,0.15,75.0,13.5,95.87,18.08,297.55,297.55,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101876,SLR1006,Nov-2024,2024-11-13,Furniture,1125.22,0.08,90.02,16.2,101.65,28.92,888.43,888.43,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101877,SLR1040,Oct-2024,2024-10-02,Beauty,500.0,0.12,60.0,10.8,38.16,8.48,382.56,382.56,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101878,SLR1108,Oct-2024,2024-10-30,Fashion,500.0,0.15,75.0,13.5,56.06,59.65,295.79,295.79,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101879,SLR1095,Dec-2024,2024-12-01,Automotive,500.0,0.15,75.0,13.5,75.02,4.25,332.23,332.23,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101880,SLR1014,Nov-2024,2024-11-08,Toys,988.28,0.1,98.83,17.79,146.99,74.67,650.0,650.0,0.0,Processed,NONE,UPI,0,False,N/A
TXN101881,SLR1028,Dec-2024,2024-12-27,Sports,1205.19,0.1,120.52,21.69,98.48,139.97,824.53,824.53,0.0,Processed,NONE,UPI,0,False,N/A
TXN101882,SLR1030,Oct-2024,2024-10-26,Automotive,500.0,0.1,50.0,9.0,22.98,67.03,350.99,350.99,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101883,SLR1105,Nov-2024,2024-11-19,Grocery,500.0,0.15,75.0,13.5,46.41,77.19,287.9,287.9,0.0,Processed,NONE,UPI,0,False,N/A
TXN101884,SLR1094,Dec-2024,2024-12-08,Home & Kitchen,500.0,0.15,75.0,13.5,147.23,10.32,253.95,253.95,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101885,SLR1108,Nov-2024,2024-11-30,Fashion,500.0,0.15,75.0,13.5,48.73,49.97,312.8,312.8,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101886,SLR1028,Nov-2024,2024-11-28,Sports,500.0,0.1,50.0,9.0,33.96,18.45,388.59,388.59,0.0,Processed,NONE,UPI,0,False,N/A
TXN101887,SLR1076,Nov-2024,2024-11-23,Toys,500.0,0.12,60.0,10.8,78.0,7.84,343.36,343.36,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101888,SLR1056,Nov-2024,2024-11-01,Furniture,500.0,0.12,60.0,10.8,39.55,67.94,321.71,321.71,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101889,SLR1069,Nov-2024,2024-11-11,Books,500.0,0.12,60.0,10.8,46.67,33.33,349.2,349.2,0.0,Processed,NONE,UPI,0,False,N/A
TXN101890,SLR1041,Oct-2024,2024-10-07,Furniture,500.0,0.12,60.0,10.8,84.87,48.48,295.85,295.85,0.0,Processed,NONE,UPI,0,False,N/A
TXN101891,SLR1047,Oct-2024,2024-10-06,Sports,500.0,0.12,60.0,10.8,111.45,77.52,240.23,240.23,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101892,SLR1100,Nov-2024,2024-11-23,Books,500.0,0.15,75.0,13.5,46.93,37.71,326.86,326.86,0.0,Processed,NONE,NEFT,0,False,N/A
TXN101893,SLR1037,Oct-2024,2024-10-30,Automotive,500.0,0.12,60.0,10.8,69.33,37.52,322.35,322.35,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101894,SLR1072,Oct-2024,2024-10-13,Grocery,500.0,0.12,60.0,10.8,103.91,1.65,323.64,323.64,0.0,Processed,NONE,RTGS,0,False,N/A
TXN101895,SLR1073,Nov-2024,2024-11-30,Electronics,500.0,0.12,60.0,10.8,66.74,2.57,359.89,359.89,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101896,SLR1054,Oct-2024,2024-10-16,Electronics,500.0,0.12,60.0,10.8,76.86,9.92,342.42,342.42,0.0,Processed,NONE,Cheque,0,False,N/A
TXN101897,SLR1020,Oct-2024,2024-10-26,Toys,1199.55,0.1,119.95,21.59,48.49,181.2,828.32,828.32,0.0,Processed,NONE,Cheque,0,False,N/A
